Damage No,Branch Name,Date,Item Code,Item Name,Exp Dt,Qty,Cost Price,Selling Price,MRP,GST %,GST taxAmt,Net Amt,Wastage Type
83,URBAN PETS / MOTERA,2026-08-13,297,Metal Cage 30 Inch,,2.000,1652.54,3900.00,3900.00,18,594.92,3899.99,Damage
82,URBAN PETS / MOTERA,2026-08-07,11030,Royal Canin Hair and Skin 1.2 KG,2028-10-30,3.000,823.11,1368.00,1368.00,18,444.48,2913.81,Wastage
82,URBAN PETS / MOTERA,2026-08-07,11030,Royal Canin Hair and Skin 1.2 KG,2028-10-30,3.000,869.49,1368.00,1368.00,18,469.52,3077.99,Wastage
81,URBAN PETS / MOTERA,2026-08-05,9665,Vet-Pro Gastro Gravy 150gm,2028-05-30,2.000,58.73,99.00,99.00,18,21.14,138.60,Wastage
80,URBAN PETS / MOTERA,2026-08-05,5963,Vet-Pro Adult 12 KG,2099-12-12,1.000,1100.00,2800.00,2800.00,18,198.00,1298.00,Wastage
79,URBAN PETS / MOTERA,2026-08-05,2207,Vet-Pro Renal 3KG,2027-03-03,1.000,787.62,1549.00,1549.00,18,141.78,929.40,Wastage
78,URBAN PETS / MOTERA,2026-07-28,11571,Forcans long coat Shampoo 4 litres,2028-05-30,1.000,2663.42,3950.00,3950.00,5,133.18,2796.60,Wastage
77,URBAN PETS / MOTERA,2026-07-28,10388,lozalo volumizing shampoo 5 ltre,2029-08-30,2.000,1887.30,4003.00,4003.00,5,188.74,3963.33,Damage
76,URBAN PETS / MOTERA,2026-07-25,5977,Vet Pro renal 8kg,2099-12-12,1.000,1545.00,3699.00,3699.00,18,278.10,1823.10,Damage
75,URBAN PETS / MOTERA,2026-07-03,11285,HUFT Saras Wholesome Grain-Free Lamb and Apple Dog Wet Food - 300gm,2026-02-18,5.000,231.25,389.00,389.00,18,208.12,1364.38,Wastage
74,URBAN PETS / MOTERA,2026-07-03,11469,huft saras wholesome flavours of india chicken biryani dog wet food - 300 gm,2026-03-20,2.000,182.44,299.00,299.00,18,65.68,430.56,Wastage
74,URBAN PETS / MOTERA,2026-07-03,11285,HUFT Saras Wholesome Grain-Free Lamb and Apple Dog Wet Food - 300gm,2026-08-30,2.000,215.20,379.00,379.00,18,77.46,507.85,Wastage
74,URBAN PETS / MOTERA,2026-07-03,11285,HUFT Saras Wholesome Grain-Free Lamb and Apple Dog Wet Food - 300gm,2026-08-30,1.000,215.18,379.00,379.00,18,38.74,253.92,Wastage
74,URBAN PETS / MOTERA,2026-07-03,11489,Saras Mutton Biryani 300gm,2026-03-18,2.000,270.00,329.00,329.00,18,97.20,637.20,Wastage
74,URBAN PETS / MOTERA,2026-07-03,11493,saras wholesome food chicken and turkey 300 gm,2026-03-19,1.000,237.36,389.00,389.00,18,42.72,280.08,Wastage
74,URBAN PETS / MOTERA,2026-07-03,11778,saras wholesome food chicken and veggies 300 gm,2026-03-13,3.000,231.25,379.00,379.00,18,124.88,818.63,Wastage
74,URBAN PETS / MOTERA,2026-07-03,11779,saras wholesome food Duck and Quinoa 300 gm,2026-03-12,8.000,237.36,379.00,379.00,18,341.80,2240.68,Wastage
73,URBAN PETS / MOTERA,2026-06-25,6901,Matisse Salmon and Tuna 1.5KG,2026-03-30,1.000,835.94,1370.00,1370.00,18,150.46,986.40,Wastage
72,URBAN PETS / MOTERA,2026-06-17,11713,himalaya puppy chicken and milk 3 kg,2026-06-14,5.000,476.19,860.00,860.00,18,428.58,2809.52,Wastage
71,URBAN PETS / MOTERA,2026-06-06,11777,Royal canin Instinctive loaf gravy 85 gm,2026-05-12,37.000,74.00,110.00,110.00,18,492.84,3230.84,Wastage
70,URBAN PETS / MOTERA,2026-06-04,7431,Twistix Yogurt Banana small 50 Sticks,2026-12-20,1.000,724.23,1695.00,1695.00,18,130.36,854.59,Wastage
69,URBAN PETS / MOTERA,2026-06-03,4117,NP Picnic Biscuits 900G,2027-04-30,2.000,76.28,200.00,200.00,18,27.46,180.02,Wastage
68,URBAN PETS / MOTERA,2026-06-03,4083,NP Mix Non Veg (Large) 550G,2027-04-30,1.000,95.34,250.00,250.00,18,17.16,112.50,Wastage
68,URBAN PETS / MOTERA,2026-06-03,4093,NP Mix Non Veg (Medium) 550G,2027-02-03,1.000,95.34,250.00,250.00,18,17.16,112.50,Wastage
68,URBAN PETS / MOTERA,2026-06-03,4058,NP Mix Veg 550G  (L),2026-08-30,3.000,95.34,250.00,250.00,18,51.48,337.50,Wastage
68,URBAN PETS / MOTERA,2026-06-03,4074,NP Mix Veg 550G (M),2027-04-30,3.000,95.34,250.00,250.00,18,51.48,337.50,Wastage
67,URBAN PETS / MOTERA,2026-05-26,7773,Himalaya Puppy Chicken and Rice 20KG,2026-10-12,3.000,2708.89,4892.00,4892.00,18,1462.80,9589.47,Wastage
67,URBAN PETS / MOTERA,2026-05-26,7773,Himalaya Puppy Chicken and Rice 20KG,2026-10-10,3.000,2708.88,4892.00,4892.00,18,1462.80,9589.44,Wastage
66,URBAN PETS / MOTERA,2026-05-12,6968,SH- Adult Lamb and Rice 20 kg,2026-04-14,1.000,2250.50,3850.00,3850.00,18,0.00,2250.50,Wastage
65,URBAN PETS / MOTERA,2026-05-09,11361,Drools Veg 20KG,2030-08-30,3.000,2732.42,4299.00,4299.00,18,0.00,8197.26,Wastage
64,URBAN PETS / MOTERA,2026-05-08,10960,Snookie Biscuit Chicken Liver - 500gm jar,2026-06-30,2.000,127.12,250.00,250.00,18,0.00,254.24,Wastage
63,URBAN PETS / MOTERA,2026-05-07,10960,Snookie Biscuit Chicken Liver - 500gm jar,2026-06-30,1.000,127.12,250.00,250.00,18,0.00,127.12,Wastage
63,URBAN PETS / MOTERA,2026-05-07,10960,Snookie Biscuit Chicken Liver - 500gm jar,2026-10-17,2.000,127.12,250.00,250.00,18,0.00,254.24,Wastage
63,URBAN PETS / MOTERA,2026-05-07,11150,Snookie Biscuit Chicken Liver flavour - 500gm Refill Pack,2026-12-12,1.000,111.86,220.00,220.00,18,0.00,111.86,Wastage
63,URBAN PETS / MOTERA,2026-05-07,11152,Snookie Biscuit Milk - Carrot flavour -  500gm Refill Pack,2028-05-30,2.000,186.44,220.00,220.00,18,0.00,372.88,Wastage
63,URBAN PETS / MOTERA,2026-05-07,11152,Snookie Biscuit Milk - Carrot flavour -  500gm Refill Pack,2028-05-30,24.000,186.44,220.00,220.00,18,0.00,4474.56,Wastage
63,URBAN PETS / MOTERA,2026-05-07,10964,Snookie Biscuit Mix flavour - 500gm jar,2026-07-18,13.000,127.12,250.00,250.00,18,0.00,1652.56,Wastage
63,URBAN PETS / MOTERA,2026-05-07,11154,Snookie Biscuit Mix flavour - 500gm Refill Pack,2026-06-30,2.000,111.86,220.00,220.00,18,0.00,223.72,Wastage
63,URBAN PETS / MOTERA,2026-05-07,11154,Snookie Biscuit Mix flavour - 500gm Refill Pack,2026-06-30,1.000,186.44,220.00,220.00,18,0.00,186.44,Wastage
62,URBAN PETS / MOTERA,2026-05-07,10962,Snookie Biscuit  Milk - Carrot flavour - 500gm jar,2026-07-30,3.000,127.12,250.00,250.00,18,0.00,381.36,Wastage
62,URBAN PETS / MOTERA,2026-05-07,11151,Snookie Biscuit chicken flavour - 500gm Refill Pack,2028-05-30,18.000,186.44,220.00,220.00,18,0.00,3355.92,Wastage
62,URBAN PETS / MOTERA,2026-05-07,11151,Snookie Biscuit chicken flavour - 500gm Refill Pack,2028-05-30,22.000,186.44,220.00,220.00,18,0.00,4101.68,Wastage
61,URBAN PETS / MOTERA,2026-05-07,11153,Snookie Biscuit cheese flavour - 500gm Refill Pack,2026-06-30,2.000,111.86,220.00,220.00,18,0.00,223.72,Wastage
61,URBAN PETS / MOTERA,2026-05-07,10963,Snookie Biscuit cheese flavour- 500gm jar,2026-07-17,1.000,127.12,250.00,250.00,18,0.00,127.12,Wastage
61,URBAN PETS / MOTERA,2026-05-07,10961,Snookie Biscuit chicken flavour - 500gm jar,2026-06-30,1.000,211.86,250.00,250.00,18,0.00,211.86,Wastage
61,URBAN PETS / MOTERA,2026-05-07,10961,Snookie Biscuit chicken flavour - 500gm jar,2026-08-30,4.000,127.12,250.00,250.00,18,0.00,508.48,Wastage
60,URBAN PETS / MOTERA,2026-04-18,11633,Melamine Bowl Plain Large,,1.000,220.00,480.00,480.00,18,0.00,220.00,Damage
60,URBAN PETS / MOTERA,2026-04-18,11629,Melamine Bowl Printed Large,,1.000,237.71,510.00,510.00,18,0.00,237.71,Damage
59,URBAN PETS / MOTERA,2026-04-14,6132,Pedigree Puppy Chicken And Milk 2.8 kg,2030-08-30,4.000,483.76,685.00,685.00,18,0.00,1935.04,Wastage
58,URBAN PETS / MOTERA,2026-03-24,6790,Royal Canin Kitten 2KG,2026-08-28,1.000,1338.02,2210.00,2210.00,18,240.84,1578.86,Damage
57,URBAN PETS / MOTERA,2026-03-21,7256,Proplan Puppy Medium 15kg,2026-03-13,1.000,6876.61,11500.00,11500.00,18,1237.78,8114.39,Damage
56,URBAN PETS / MOTERA,2026-03-17,10727,Kuku Ma-u Tasty and Magic Kitten Food 7.2 Kg,2026-03-15,1.000,1347.46,2650.00,2650.00,18,242.54,1590.00,Damage
56,URBAN PETS / MOTERA,2026-03-17,10725,Kuku Ma-u Tuna Fish Oil Cat Food 7.2 Kg,2026-03-13,1.000,1296.73,2550.00,2550.00,18,233.40,1530.13,Damage
55,URBAN PETS / MOTERA,2026-03-17,10847,M and K Adult Dog Food 3 Kg,2026-07-30,4.000,766.74,1645.00,1645.00,18,552.06,3619.01,Damage
55,URBAN PETS / MOTERA,2026-03-17,10846,M and K Puppy Dog Food 3 Kg,2026-06-30,1.000,953.17,2045.00,2045.00,18,171.58,1124.75,Damage
55,URBAN PETS / MOTERA,2026-03-17,11080,M and K Wet Food Adult 85gm,2027-09-30,12.000,0.01,66.00,66.00,17,0.02,0.14,Damage
54,URBAN PETS / MOTERA,2026-02-04,7850,Himalaya Immunol 100 ml,2027-11-12,1.000,120.55,161.00,161.00,5,6.02,126.57,Damage
53,URBAN PETS / MOTERA,2026-01-31,10394,All 4 Pet Goat Elite Powd 200gm,2025-10-30,1.000,813.56,1200.00,1200.00,18,146.44,960.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10622,Applaws Cat Treat Whole Mackerel Loin 30gm,2025-10-17,10.000,133.22,250.00,250.00,18,239.80,1572.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10621,Applaws Cat treat Whole Tuna Loin 30gm,2025-10-11,6.000,133.22,250.00,250.00,18,143.88,943.20,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7181,Canine Creek Adult 3 kg,2025-08-30,1.000,1364.40,2300.00,2300.00,18,245.60,1610.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7447,Chicken Bacon Bone BBQ,2025-08-30,1.000,198.09,425.00,425.00,18,35.66,233.75,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7371,Chip Chops Barbeque Hearts 70g,2025-12-10,2.000,100.21,215.00,215.00,18,36.08,236.50,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7827,Drools Absolute Digestive Tablet 50 Pcs,2025-08-30,5.000,212.00,265.00,265.00,18,0.00,1060.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10407,Drools Absolute Mobility 110 Tab.,2025-08-30,2.000,420.00,525.00,525.00,18,0.00,840.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10408,Drools Absolute Mobility 50 Tab.,2025-08-30,8.000,212.00,265.00,265.00,18,0.00,1696.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,812,Drools Cat Ocean Fish 100gm,2024-08-30,1.000,8.00,10.00,10.00,18,1.44,9.44,Wastage
53,URBAN PETS / MOTERA,2026-01-31,11417,Ektek Peanut Butter For Dogs 200gm,2025-12-12,1.000,186.45,275.00,275.00,18,33.56,220.01,Wastage
53,URBAN PETS / MOTERA,2026-01-31,2032,Fidele Adult Large Breed 1KG,2024-12-30,10.000,413.14,750.00,750.00,18,743.66,4875.05,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7938,Fresh Me Up Bloom 160 ML,2025-01-30,4.000,203.39,300.00,300.00,5,40.68,854.24,Wastage
53,URBAN PETS / MOTERA,2026-01-31,948,Friskies Surfin 6 Kg,2025-10-30,4.000,1694.23,2499.00,2499.00,18,1219.84,7996.77,Wastage
53,URBAN PETS / MOTERA,2026-01-31,4522,GN Calcium Milk Bone Large 4X1,2024-12-30,17.000,88.14,160.00,160.00,18,269.70,1768.09,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7516,GN Vegetable Bone,2024-03-21,4.000,85.43,160.00,160.00,18,61.50,403.23,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7481,Goodies Treat Chlorophyll 125G,2025-12-12,1.000,106.78,210.00,210.00,18,19.22,126.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7478,Goodies Treat Liver 125G,2025-02-10,6.000,106.78,210.00,210.00,18,115.32,756.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7480,Goodies Treat original 125Gm,2025-11-23,6.000,106.78,210.00,210.00,18,115.32,756.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7630,Himalaya biscuit adult 400G,2024-07-30,1.000,122.10,180.00,180.00,18,21.98,144.08,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7169,Himalaya Puppy Chicken and Rice 1.2KG,2025-09-19,8.000,288.13,425.00,425.00,18,414.90,2719.95,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10674,Intas D-mag Spray 120ml,2025-05-30,4.000,165.72,232.00,232.00,5,33.14,696.02,Wastage
53,URBAN PETS / MOTERA,2026-01-31,3037,INTAS ZIPVIT 200ML,2025-09-30,1.000,179.67,265.00,265.00,18,32.34,212.01,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7659,JH 70G Bacon,2025-09-12,12.000,106.78,210.00,210.00,18,230.64,1512.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7659,JH 70G Bacon,2025-07-18,3.000,106.78,210.00,210.00,18,57.66,378.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7762,JH 70g Morning Time Stick,2024-12-08,3.000,101.19,199.00,199.00,18,54.64,358.21,Wastage
53,URBAN PETS / MOTERA,2026-01-31,6946,Kittos Cod Sandwich 35gm,2025-09-01,4.000,58.26,125.00,125.00,18,41.94,274.99,Wastage
53,URBAN PETS / MOTERA,2026-01-31,6939,Kittos Snapper Jerky Strips Cat Treat 35g,2025-12-10,3.000,60.59,130.00,130.00,18,32.72,214.49,Wastage
53,URBAN PETS / MOTERA,2026-01-31,6945,Kittos Tuna Mini Sticks 35gm,2025-09-01,3.000,58.26,125.00,125.00,18,31.46,206.24,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10873,Kitty Yums Creamy Salmon and Skipjack - 5 Stick,2025-07-30,1.000,58.72,99.00,99.00,18,10.58,69.30,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10660,Lets Bite Pink Active Adult 20Kg,2025-08-30,1.000,1779.66,3500.00,3500.00,18,320.34,2100.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,11638,Lint Roller - Y Shape,,12.000,85.81,450.00,450.00,18,185.34,1215.07,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7444,Love Chip 60 gm,2026-01-25,1.000,198.09,425.00,425.00,18,35.66,233.75,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10085,Lozalo Provilege  Ocean Conditioning Cream 125 ml,2025-04-30,2.000,138.01,329.00,329.00,5,13.80,289.82,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10083,Lozalo Provilege Dew Canditioning Cream 125 ml,2025-12-30,6.000,138.01,329.00,329.00,5,41.40,869.46,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10086,Lozalo Provilege Spring Conditioning Cream 125 ml,2025-12-30,1.000,138.01,329.00,329.00,5,6.90,144.91,Wastage
53,URBAN PETS / MOTERA,2026-01-31,975,Matisse Cat Mousse Lamb Gravy 85 gm,2024-12-30,6.000,69.28,109.00,109.00,18,74.82,490.50,Wastage
53,URBAN PETS / MOTERA,2026-01-31,918,N and D Prime Cat GF LB BB Adult 300gms,2025-01-30,2.000,505.29,795.00,795.00,18,181.90,1192.48,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7130,N and D Quin Dog Weight-M Lamb Adult 2.5Kg,2025-08-30,1.000,2192.80,3450.00,3450.00,18,394.70,2587.50,Wastage
53,URBAN PETS / MOTERA,2026-01-31,4063,NP Cheese Biscuits 550G,2024-12-30,7.000,106.00,250.00,250.00,18,133.56,875.56,Wastage
53,URBAN PETS / MOTERA,2026-01-31,4060,NP Chicken Biscuits 550G,2025-06-30,1.000,106.00,250.00,250.00,18,19.08,125.08,Wastage
53,URBAN PETS / MOTERA,2026-01-31,4094,NP Little Pup Veg 800G,2024-11-30,1.000,59.32,140.00,140.00,18,10.68,70.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,4070,NP Liver Biscuits 550G,2025-06-30,1.000,106.00,250.00,250.00,18,19.08,125.08,Wastage
53,URBAN PETS / MOTERA,2026-01-31,4078,NP Milk Biscuits 550G,2024-11-30,15.000,106.00,250.00,250.00,18,286.20,1876.20,Wastage
53,URBAN PETS / MOTERA,2026-01-31,4104,NP Multi Flavour Biscuits 900G,2024-11-30,14.000,93.25,220.00,220.00,18,235.00,1540.49,Wastage
53,URBAN PETS / MOTERA,2026-01-31,5985,OPTHOCARE PETA EYE DROPS,2025-05-30,2.000,98.21,200.00,200.00,5,9.82,206.24,Wastage
53,URBAN PETS / MOTERA,2026-01-31,11495,Pedigree Pro Active Adult Large Breed 90gm,2025-10-02,24.000,0.85,35.00,35.00,18,3.68,24.07,Wastage
53,URBAN PETS / MOTERA,2026-01-31,11494,Pedigree Pro Puppy Large Breed 90hm,2025-10-01,24.000,0.85,35.00,35.00,18,3.68,24.07,Wastage
53,URBAN PETS / MOTERA,2026-01-31,3122,Pet Joint Tab,2025-06-30,1.000,747.45,1260.00,1260.00,18,134.54,881.99,Wastage
53,URBAN PETS / MOTERA,2026-01-31,3122,Pet Joint Tab,2025-06-30,2.000,149.49,252.00,252.00,18,53.82,352.80,Wastage
53,URBAN PETS / MOTERA,2026-01-31,11132,Petaholic sports series collar -M,,2.000,635.58,750.00,750.00,18,228.82,1499.99,Wastage
53,URBAN PETS / MOTERA,2026-01-31,2420,Pirofur Shampoo 200 ml,2025-11-30,1.000,150.99,300.00,300.00,5,7.56,158.55,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10376,Premium Touring Harness S-M Apple 40-70cm/*20mm,,1.000,524.36,1125.00,1125.00,18,94.38,618.74,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10812,Proplan Puppy Starter 4 kg,2025-10-30,1.000,1728.82,2550.00,2550.00,18,311.18,2040.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,1660,Royal Canin German Shepherd Puppy 3kg,2024-08-06,1.000,2127.96,3100.00,3100.00,18,383.04,2511.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,1660,Royal Canin German Shepherd Puppy 3kg,2026-01-05,1.000,2162.28,3150.00,3150.00,18,389.22,2551.50,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7037,Royal Canin Golden Retriever Adult 12 kg,2025-09-14,1.000,7413.56,10800.00,10800.00,18,1334.44,8748.00,Wastage
53,URBAN PETS / MOTERA,2026-01-31,1691,Royal Canin Mini Puppy 85 gm,2024-09-06,6.000,68.64,100.00,100.00,18,74.14,485.97,Wastage
53,URBAN PETS / MOTERA,2026-01-31,2800,SAVA BIOCLAN 600 MG TABLET,2025-11-30,1.000,198.86,290.00,290.00,5,9.94,208.80,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7859,Sava Kiwof Plus Xl,2024-09-30,8.000,76.18,118.50,118.50,5,30.48,639.91,Wastage
53,URBAN PETS / MOTERA,2026-01-31,6978,SH Power Pack Adult 3 Kg,2025-12-30,1.000,704.73,1155.00,1155.00,18,126.86,831.59,Wastage
53,URBAN PETS / MOTERA,2026-01-31,3003,Sulbenz-Pet 200ml,2025-04-30,3.000,236.25,420.00,420.00,5,35.44,744.19,Wastage
53,URBAN PETS / MOTERA,2026-01-31,2457,TOPICURE SPRAY 75 ML,2025-09-30,1.000,120.55,270.00,270.00,5,6.02,126.57,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10676,Toptail Adult Mackerel in Jelly 85gm,2025-07-30,12.000,34.31,55.00,55.00,18,74.10,485.83,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10677,Toptail Adult Shrimp and Tuna in Jelly 85gm,2025-11-30,4.000,34.31,55.00,55.00,18,24.70,161.94,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10757,Trixie Energy Bars with Fruits and Vegetables 5 pcs 100 gm,2025-09-01,2.000,139.36,299.00,299.00,18,50.16,328.89,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10757,Trixie Energy Bars with Fruits and Vegetables 5 pcs 100 gm,2025-09-28,1.000,139.36,299.00,299.00,18,25.08,164.44,Wastage
53,URBAN PETS / MOTERA,2026-01-31,7683,Twistix Peanut  and  Carob Large 156gm,2028-06-17,10.000,230.72,495.00,495.00,18,415.30,2722.50,Wastage
53,URBAN PETS / MOTERA,2026-01-31,1972,Vet Life Dog Joint 12KG,2025-05-30,1.000,8008.47,12600.00,12600.00,18,1441.52,9449.99,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10955,Vet-Pro Obesity Gravy 150gm,2025-12-12,14.000,58.73,99.00,99.00,18,148.00,970.22,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10955,Vet-Pro Obesity Gravy 150gm,2025-12-12,2.000,58.73,99.00,99.00,18,21.14,138.60,Wastage
53,URBAN PETS / MOTERA,2026-01-31,6437,Vivaldis VIV Silky Shampoo 200ml,2025-07-30,2.000,138.00,250.00,250.00,5,13.80,289.80,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10639,Wanpy Duck Sausages 100gm,2025-02-12,1.000,128.17,275.00,275.00,18,23.08,151.25,Wastage
53,URBAN PETS / MOTERA,2026-01-31,10641,Wanpy Soft Lamb Jerky Slices 100gm,2025-02-12,1.000,128.17,275.00,275.00,18,23.08,151.25,Wastage
50,URBAN PETS / MOTERA,2025-12-20,295,Smartypet Cage 50 inch,,2.000,12711.86,30000.00,30000.00,18,4576.26,29999.99,Damage
49,URBAN PETS / MOTERA,2025-12-03,7877,Himalaya Erina EP Shampoo 200 ml,2028-06-16,1.000,218.59,306.00,306.00,5,10.92,229.51,Damage
48,URBAN PETS / MOTERA,2025-12-03,10871,Nutrisource Puppy All Breed 3.5 KG,2027-07-26,1.000,2287.27,2699.00,2699.00,18,411.72,2698.99,Damage
47,URBAN PETS / MOTERA,2025-11-06,10870,Nutrisource Adult All Breed 3.5 KG,2027-05-30,1.000,2117.79,2499.00,2499.00,18,381.20,2498.99,Wastage
46,URBAN PETS / MOTERA,2025-10-28,2349,Andis Deshedding Tool W-L Green,,3.000,1235.17,2650.00,2650.00,18,667.00,4372.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,2348,Andis Flea Comb White/Lime Green,,6.000,467.86,1095.00,1095.00,18,505.28,3312.45,Damage
46,URBAN PETS / MOTERA,2025-10-28,2368,Andis Large Pin Brush Lime Green,,2.000,582.64,1250.00,1250.00,18,209.74,1375.01,Damage
46,URBAN PETS / MOTERA,2025-10-28,4034,Badalona Scratching Post 109cm Beige,,1.000,2120.76,4550.00,4550.00,18,381.74,2502.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,10286,Baking Mat with Bone Silicone 38cm x 28cm,,2.000,734.11,1575.00,1575.00,18,264.28,1732.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,10287,Baking Mat with heart Silicone 38cm x 28cm,,2.000,734.11,1575.00,1575.00,18,264.28,1732.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,10329,Be Nordic Hajo Flounder 35cm,,1.000,442.80,950.00,950.00,18,79.70,522.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,9600,Carding Groomer Detangle and Thin Medium 8X14 CM,,2.000,715.70,1675.00,1675.00,18,257.64,1689.03,Damage
46,URBAN PETS / MOTERA,2025-10-28,9616,Carding Groomer Detangle and Thin Small 7x15 CM,,7.000,662.30,1550.00,1550.00,18,834.50,5470.60,Damage
46,URBAN PETS / MOTERA,2025-10-28,9613,Carding Groomer Plastic Metal Blade 11X15CM,,4.000,1023.36,2395.00,2395.00,18,736.82,4830.26,Damage
46,URBAN PETS / MOTERA,2025-10-28,9417,Caterpillar Latex 26CM,,4.000,448.64,1050.00,1050.00,18,323.02,2117.58,Damage
46,URBAN PETS / MOTERA,2025-10-28,7447,Chicken Bacon Bone BBQ,2026-11-10,5.000,202.75,435.00,435.00,18,182.48,1196.23,Damage
46,URBAN PETS / MOTERA,2025-10-28,7691,Chip Chops Fish On Stick 70G,2026-04-22,1.000,100.21,215.00,215.00,18,18.04,118.25,Damage
46,URBAN PETS / MOTERA,2025-10-28,7699,Chip Chops Lamb Cubes 70gm,2026-06-11,2.000,100.21,215.00,215.00,18,36.08,236.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,7372,Chip Chops Sushi Rolls 70g,2026-12-10,2.000,100.21,215.00,215.00,18,36.08,236.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,9701,Chip Chops Vegetable Twists Real Chicken and Parsley Flavour 100g,2025-08-09,9.000,114.19,245.00,245.00,18,184.98,1212.70,Damage
46,URBAN PETS / MOTERA,2025-10-28,8312,Clicker With Spiral Wrist Loop,,5.000,168.78,395.00,395.00,18,151.90,995.80,Damage
46,URBAN PETS / MOTERA,2025-10-28,9589,Dog Brush Natural Bristles,,3.000,106.82,250.00,250.00,18,57.68,378.14,Damage
46,URBAN PETS / MOTERA,2025-10-28,6043,Dog Toy Bird Animal Sound 30cm,,1.000,405.13,825.00,825.00,18,72.92,478.05,Damage
46,URBAN PETS / MOTERA,2025-10-28,9598,Dog/Cat Deshedding Massage Brush Rubber,,4.000,300.64,645.00,645.00,18,216.46,1419.02,Damage
46,URBAN PETS / MOTERA,2025-10-28,4023,Flexible Dog Rake White/Lime Green,,3.000,603.60,1295.00,1295.00,18,325.94,2136.74,Damage
46,URBAN PETS / MOTERA,2025-10-28,7976,Fresh Breath Skin and Coat Water Additive 473 ml,2025-12-30,4.000,696.82,1495.00,1495.00,5,139.36,2926.64,Damage
46,URBAN PETS / MOTERA,2025-10-28,9468,Gorilla Spiky Bone Regular 16 cm,,1.000,256.36,550.00,550.00,18,46.14,302.50,Damage
46,URBAN PETS / MOTERA,2025-10-28,9527,Hen Original Animal Sound Latex  48CM,,2.000,660.16,1545.00,1545.00,18,237.66,1557.98,Damage
46,URBAN PETS / MOTERA,2025-10-28,10301,Jr. Tuff Peanut Butter Balls  2pk,,1.000,151.49,325.00,325.00,18,27.26,178.75,Damage
46,URBAN PETS / MOTERA,2025-10-28,8056,Junior Licking Plate 15cm Mint,,3.000,146.82,315.00,315.00,18,79.28,519.74,Damage
46,URBAN PETS / MOTERA,2025-10-28,6947,Kitty Licks Tuna with Scallop Flavor Pack of 4,2026-01-31,7.000,62.92,135.00,135.00,18,79.28,519.72,Damage
46,URBAN PETS / MOTERA,2025-10-28,9503,Knotted Ball Natural Rubber 10cm,,5.000,396.31,895.00,895.00,18,356.68,2338.23,Damage
46,URBAN PETS / MOTERA,2025-10-28,9540,Lion Plush 20 cm,,1.000,464.18,995.00,995.00,18,83.56,547.74,Damage
46,URBAN PETS / MOTERA,2025-10-28,7444,Love Chip 60 gm,2026-01-25,3.000,198.09,425.00,425.00,18,106.96,701.24,Damage
