"Price list 
 Location : All Location ; 
"
"URBANPETSSERVICESPRIVATELIMITED,AksharComplex,Ahmedabad,9662825744,GSTNO:24AAECU0338G1ZN"
BRANDS,DEPARTMENT,CATEGORY,Branch,Item code,Item name,Item alias,Stock,Damage,Selling,MRP,Packed price,Landing cost,Business Type,State
,,,,,,,,,,,,,,
M-Pets,Accessories,Others ,URBANPETS SERVICES PRIVATE LIMITED,71,M-Pets Dog Waste Bags Lemon 4x15 bags,,1,0,250.00,250.00,105.93,105.93,DISTRIBUTION CENTER,Gujarat
M-Pets,Accessories,Others ,URBANPETS SERVICES PRIVATE LIMITED,76,M-Pets Dog Waste Bag 4x20 Bags,,0,0,220.00,220.00,94.05,110.98,DISTRIBUTION CENTER,Gujarat
Ar Industries,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,84,Golden Address Tube,,0,0,105.00,105.00,45.69,48.38,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,85,Small Heart Gold Tag,,0,0,650.00,650.00,202.50,238.95,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Others ,URBANPETS SERVICES PRIVATE LIMITED,86,Macro Cat Litter Scoop 9X5X2 inch,,0,0,150.00,150.00,69.92,69.92,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,93,Circle Large Bow W Crystal Raised Edge,,0,0,"1,399.00","1,399.00",598.77,706.55,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,94,Large Bone Designer Alluminium Tag,,0,0,650.00,650.00,106.78,140.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,95,Large Bone Black Paws Tag,,0,0,750.00,750.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,96,Large Bone Epoxy Gold-Bronze Glitter,,0,0,"1,800.00","1,800.00",650.14,767.17,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,97,Large Bone Epoxy Black- Gold,,0,0,"1,800.00","1,800.00",649.98,766.98,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,98,Bone Blue Hologram Inset,,0,0,"1,350.00","1,350.00",430.06,507.47,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,99,Bone Red Hologram Inset,,0,0,"1,350.00","1,350.00",430.05,507.46,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,100,Small Circle VIP Tag,,0,0,550.00,550.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,101,Large Bone Garfield Odie Tag,,0,0,"1,400.00","1,400.00",445.03,525.14,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,102,Heart Large Red W-White Paws,,0,0,750.00,750.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,103,Heart Large Raised Edge Purple with Flowers tag,,0,0,700.00,700.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,104,Small Bone Neon Pink Epoxy,,0,0,"1,020.00","1,020.00",387.00,430.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,105,Heart Small Spoiled Rotten,,0,0,600.00,600.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,106,Heart Small Diva,,0,0,600.00,600.00,202.50,225.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,107,Small Heart Red Tag,,0,0,500.00,500.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,108,Small Heart Black Tag,,0,0,500.00,500.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,109,Large Bone Red Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,110,Large Bone Blue Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,111,Large Bone Mustard Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,112,Large Bone Black Tag,,0,0,600.00,600.00,99.00,99.00,DISTRIBUTION CENTER,Gujarat
