"Categorywise Branchwise current stock Summary 
 Location : URBAN PETS / MOTERA ; 
"
"URBANPETSSERVICESPRIVATELIMITED,AksharComplex,Ahmedabad,9662825744,GSTNO:24AAECU0338G1ZN"
BRANDS,DEPARTMENT,CATEGORY,Alias Name,Item name,Received Qty,Company,Current stock,Division,Item code,Branch ID,Branch
,,,,,"816,071",,"45,811",,,,
Applaws,Cat Food,Wet Food ,,Applaws Tuna Fillet with Whole Anchovy Jelly 70G,0,HEAD OFFICE,0,Main,6892,32772,URBAN PETS / MOTERA
Applaws,Cat Food,Wet Food ,,Applaws Cat Tin Sardine with Shrimp in Tasty Jelly 70G,0,HEAD OFFICE,0,Main,6893,32772,URBAN PETS / MOTERA
Applaws,Cat Food,Wet Food ,,Applaws Cat Tin Plain Salmon Mousse Jelly 70G,0,HEAD OFFICE,0,Main,6894,32772,URBAN PETS / MOTERA
Applaws,Cat Food,Wet Food ,,Applaws Tuna With Mackerel In Jelly 70G,0,HEAD OFFICE,0,Main,6895,32772,URBAN PETS / MOTERA
Applaws,Cat Food,Wet Food ,,Applaws Cat Tin Plain Tuna Mousse Jelly 70G,0,HEAD OFFICE,0,Main,6896,32772,URBAN PETS / MOTERA
Applaws,Cat Food,Wet Food ,,Applaws Cat Tin Tuna Fillet Gravy 70G,0,HEAD OFFICE,0,Main,949,32772,URBAN PETS / MOTERA
Applaws,Cat Food,Treats  ,,Applaws Cat treat Whole Tuna Loin 30gm,24,HEAD OFFICE,12,Main,10621,32772,URBAN PETS / MOTERA
Applaws,Cat Food,Treats  ,,Applaws Cat Treat Whole Mackerel Loin 30gm,48,HEAD OFFICE,12,Main,10622,32772,URBAN PETS / MOTERA
Apro,Dog Food,Dry Food ,,Apro Dog 500gm,400,HEAD OFFICE,11,Main,11377,32772,URBAN PETS / MOTERA
Apro,Cat Food,Dry Food ,,Apro Cat 20kg,10,HEAD OFFICE,0,Main,7783,32772,URBAN PETS / MOTERA
Apro,Dog Food,Dry Food ,,Apro Dog 20 Kg,463,HEAD OFFICE,20,Main,7068,32772,URBAN PETS / MOTERA
Ar Industries,Grooming,"Brushes, scissors & Comb ",,Soft brush 19 cm,25,HEAD OFFICE,0,Main,6719,32772,URBAN PETS / MOTERA
Ar Industries,Grooming,Dry Bath & Perfumes ,,Natural Oil Skin Care 50 ML,0,HEAD OFFICE,0,Main,8006,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS30,AR T-Shirt 30,0,HEAD OFFICE,0,Main,9865,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS08,AR T-Shirt 8,12,HEAD OFFICE,0,Main,9889,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS12,AR T-Shirt 12,8,HEAD OFFICE,0,Main,9890,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS16,AR T-Shirt 16,14,HEAD OFFICE,0,Main,9891,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS18,AR T-Shirt 18,22,HEAD OFFICE,0,Main,9892,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS20,AR T-Shirt 20,16,HEAD OFFICE,0,Main,9893,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS24,AR T-Shirt 24,26,HEAD OFFICE,0,Main,9894,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS28,AR T-Shirt 28,14,HEAD OFFICE,0,Main,9895,32772,URBAN PETS / MOTERA
Ar Industries,Walk Essentials,Leash,PP5011,Pet Walk Premium Leash XS,0,HEAD OFFICE,0,Main,9897,32772,URBAN PETS / MOTERA
Ar Industries,Walk Essentials,Collar ,AR4031,Sports Collar XS,0,HEAD OFFICE,0,Main,9898,32772,URBAN PETS / MOTERA
Ar Industries,Hygiene,Towels & Wipes ,ARWP01,Pet Wipes,0,HEAD OFFICE,0,Main,10004,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS10,AR T-Shirt 10,8,HEAD OFFICE,0,Main,10005,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS14,AR T-Shirt 14,28,HEAD OFFICE,0,Main,10006,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS22,AR T-Shirt 22,26,HEAD OFFICE,0,Main,10007,32772,URBAN PETS / MOTERA
Ar Industries,Clothing ,T-shirts ,ARTS26,AR T-Shirt 26,16,HEAD OFFICE,0,Main,10008,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,PP1013C,Cat Bowl 1,0,HEAD OFFICE,0,Main,10017,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,PP1014C,Cat Bowl 2,0,HEAD OFFICE,0,Main,10018,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,PP1015C,Cat Bowl 3,0,HEAD OFFICE,0,Main,10019,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,PP106AS,Adjustable Stand U Shape L,14,HEAD OFFICE,1,Main,10020,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,AR9081,Bird Bowl With C Clamp 20 OZ,8,HEAD OFFICE,0,Main,10021,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,AR9082,Bird Bowl With C Clamp 30 OZ,2,HEAD OFFICE,0,Main,10022,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,PP105AS,Adjustable Stand U Shape M,12,HEAD OFFICE,2,Main,10023,32772,URBAN PETS / MOTERA
Ar Industries,Bowls & Water Bottle ,Bowl,PP104AS,Adjustable U Shape Stand Bowl 2Qt,0,HEAD OFFICE,0,Main,10024,32772,URBAN PETS / MOTERA
